date;yhat;yhat_lower;yhat_upper;is_forecast
01.07.2026;2092.3367659346;2071.1473477668915;2113.5261841023084;True
01.08.2026;2075.126416084331;2043.7725806294545;2106.4802515392075;True
01.09.2026;2053.2840147895295;2013.3694958016674;2093.1985337773913;True
01.10.2026;2027.1576857394598;1979.5576290130116;2074.757742465908;True
01.11.2026;1997.1630640518385;1942.542408713706;2051.7837193899713;True
01.12.2026;1963.7766844614575;1902.7386698589587;2024.8146990639564;True
